donors,mean,donations,in_state_donors_count,oo_state_donors_count,in_state_donations_amt,oo_state_donations_amt,name,org_id,office,district,CO_ID,party,jurisdiction,race_id,declared_year
274,242.7020072992701,386,251.0,23.0,239.6667330677291,275.82608695652175,"RODRIGUEZ, ROBERT",37308,Colorado Senate,Senate District 32,20175032061.0,Democratic,STATEWIDE,1458,2017.0
280,336.7713571428572,333,202.0,78.0,379.35633663366343,226.48717948717947,"ESPIRITU, RACHELE",37316,SCHOOL BOARD DIRECTOR,DENVER COUNTY 1 DISTRICT 4,20175032068.0,Non-Partisan,DENVER,1026,2017.0
96,160.6525,135,90.0,6.0,160.64044444444446,160.83333333333334,"FRANCONE, FRANK",37310,Colorado House,House District 22,20175032069.0,Republican,STATEWIDE,754,2017.0
563,164.06731793960924,679,517.0,46.0,163.72827852998066,167.87782608695653,"WINTER, FAITH",37323,Colorado Senate,Senate District 24,20175032074.0,Democratic,STATEWIDE,2314,2017.0
130,110.87784615384616,179,123.0,7.0,107.35869918699187,172.71428571428572,"KILEY, MICHAEL",37399,Colorado House,House District 04,20175032075.0,Democratic,STATEWIDE,468,2017.0
158,115.55696202531645,197,123.0,35.0,103.60162601626017,157.57142857142858,"SHAKTI, NFN",37328,Colorado House,House District 28,20175032077.0,Democratic,STATEWIDE,1068,2017.0
2730,382.75073626373614,3200,1919.0,811.0,379.701078686816,389.96688039457456,"WEISER, PHILIP",37337,Attorney General,,20175032081.0,Democratic,STATEWIDE,545,2017.0
609,140.89817733990145,677,579.0,30.0,140.77373056994819,143.3,"STORY, TAMMY",37355,Colorado Senate,Senate District 16,20175032083.0,Democratic,STATEWIDE,1936,2017.0
418,178.1844976076555,519,234.0,184.0,186.5853846153846,166.59535135135135,"BACON, JENNIFER",37357,SCHOOL BOARD DIRECTOR,DENVER COUNTY 1 DISTRICT 4,20175032088.0,Non-Partisan,DENVER,2673,2017.0
418,178.1844976076555,519,234.0,184.0,186.5853846153846,166.59535135135135,"BACON, JENNIFER",37407,SCHOOL BOARD DIRECTOR,DENVER COUNTY 1 DISTRICT 4,20175032088.0,Non-Partisan,DENVER,1026,2017.0
634,201.69776025236592,754,372.0,262.0,207.83435483870966,192.98473282442748,"COBIAN, ANGELA",37359,SCHOOL BOARD DIRECTOR,DENVER COUNTY 1 DISTRICT 2,20175032090.0,Non-Partisan,DENVER,1236,2017.0
239,149.74472803347282,291,235.0,4.0,148.25102127659576,237.5,"BIRD, SHANNON",37362,Colorado House,House District 35,20175032096.0,Democratic,STATEWIDE,2856,2017.0
205,145.34765853658536,265,187.0,18.0,143.51871657754012,164.34833333333333,"BUENTELLO, BRIANNA",40174,Colorado House,House District 47,20175032097.0,Democratic,STATEWIDE,1383,2018.0
205,145.34765853658536,265,187.0,18.0,143.51871657754012,164.34833333333333,"BUENTELLO, BRIANNA",37361,Colorado House,House District 47,20175032097.0,Democratic,STATEWIDE,2837,2017.0
39,301.2423076923077,62,36.0,3.0,220.7902777777778,1266.6666666666667,"BANKES, PAUL",37371,SCHOOL BOARD DIRECTOR,THOMPSON R2-J,20175032098.0,Non-Partisan,LARIMER,1268,2017.0
478,141.98640167364016,551,147.0,331.0,121.89761904761906,150.90800604229605,"STERN, GEORGE",37390,CLERK & RECORDER,,20175032100.0,Democratic,JEFFERSON,786,2017.0
317,96.17668769716087,393,259.0,58.0,114.88864864864867,12.618103448275864,"LEUNG, KEVIN",37354,SCHOOL BOARD DIRECTOR,DOUGLAS COUNTY RE 1,20175032101.0,Non-Partisan,DOUGLAS,2303,2017.0
630,220.1852698412698,941,332.0,298.0,206.55036144578312,235.3758389261745,"DOUGHERTY, MICHAEL",37377,Attorney General,,20175032103.0,Democratic,STATEWIDE,545,2017.0
394,117.61086294416242,475,307.0,87.0,138.6928338762215,43.21816091954022,"DANIELSON, JESSIE",37393,Colorado Senate,Senate District 20,20175032105.0,Democratic,STATEWIDE,1070,2017.0
313,196.09079872204472,349,312.0,1.0,196.39878205128204,100.0,"JONES, MATT",37409,COMMISSIONER,Commissioner Dist. 3,20175032107.0,Democratic,BOULDER,312,2017.0
399,144.02984962406015,450,397.0,2.0,143.81337531486147,187.0,"RUPERT, BRAD",37387,SCHOOL BOARD DIRECTOR,JEFFERSON COUNTY R-1,20175032108.0,Non-Partisan,JEFFERSON,680,2017.0
422,137.71706161137442,489,418.0,4.0,135.7239234449761,346.0,"HARMON, SUSAN",37389,SCHOOL BOARD DIRECTOR,JEFFERSON COUNTY R-1,20175032109.0,Non-Partisan,JEFFERSON,680,2017.0
343,165.21309037900875,380,338.0,5.0,166.48843195266272,79.0,"MITCHELL, RON",37392,SCHOOL BOARD DIRECTOR,JEFFERSON COUNTY R-1,20175032111.0,Non-Partisan,JEFFERSON,680,2017.0
173,156.31763005780346,228,149.0,24.0,161.35409395973153,125.04958333333333,"DURAN, MONICA",37400,Colorado House,House District 24,20175032113.0,Democratic,STATEWIDE,749,2017.0
409,287.19887530562346,473,380.0,29.0,294.85352631578945,186.89655172413794,"OBRIEN, BARBARA",37420,SCHOOL BOARD DIRECTOR,DENVER COUNTY 1 AT LARGE,20175032120.0,Non-Partisan,DENVER,1474,2017.0
409,287.19887530562346,473,380.0,29.0,294.85352631578945,186.89655172413794,"O'BRIEN, BARBARA",37423,SCHOOL BOARD DIRECTOR,DENVER COUNTY 1 AT LARGE,20175032120.0,Non-Partisan,DENVER,206,2017.0
52,187.46153846153845,53,36.0,16.0,209.55555555555554,137.75,"LOPEZ, GREG",37330,Governor,,20175032123.0,Republican,STATEWIDE,41,2017.0
239,148.57410041841007,286,213.0,26.0,163.2392018779343,28.43307692307692,"HOLTZMANN, KRISTA",37426,SCHOOL BOARD DIRECTOR,DOUGLAS COUNTY RE 1,20175032124.0,Non-Partisan,DOUGLAS,2303,2017.0
130,293.87692307692305,147,118.0,12.0,292.1949152542373,310.4166666666667,"HORN, BRITA",37439,State Treasurer,,20175032131.0,Republican,STATEWIDE,246,2017.0
189,110.39682539682539,211,178.0,11.0,111.15730337078652,98.0909090909091,"TEEGARDIN, KRISTIAN",37438,Colorado House,House District 24,20175032132.0,Democratic,STATEWIDE,749,2017.0
127,234.51047244094488,208,123.0,4.0,231.34821138211382,331.75,"GAYTAN, XOCHITL",37466,SCHOOL BOARD DIRECTOR,DENVER COUNTY 1 DISTRICT 2,20175032134.0,Non-Partisan,DENVER,1236,2017.0
47,62.2172340425532,50,39.0,8.0,70.0248717948718,24.155,"HVIZDA WARD, LORI",37431,SCHOOL BOARD DIRECTOR,THOMPSON R2-J,20175032135.0,Non-Partisan,LARIMER,1268,2017.0
336,317.3690476190476,389,332.0,4.0,318.93373493975906,187.5,"JOHNSON, MIKE",37443,SCHOOL BOARD DIRECTOR,DENVER COUNTY 1 DISTRICT 3,20175032136.0,Non-Partisan,DENVER,1489,2017.0
96,133.3290625,109,91.0,5.0,138.62186813186813,37.0,"POUGH, GAIL",37445,SCHOOL BOARD DIRECTOR,ADAMS-ARAPAHOE 28J,20175032137.0,Non-Partisan,ARAPAHOE,442,2017.0
3633,422.4655463804019,4456,2135.0,1498.0,707.5605058548008,16.138618157543387,"POLIS, JARED",37447,Governor,,20175032139.0,Democratic,STATEWIDE,41,2017.0
36,269.0086111111111,45,30.0,6.0,282.8103333333333,200.0,"GEITNER, TIM",37449,Colorado House,House District 19,20175032141.0,Republican,STATEWIDE,2611,2017.0
545,494.660495412844,608,504.0,41.0,498.8332738095238,432.8095238095238,"LEVIN, BRAD",37477,Attorney General,,20175032143.0,Democratic,STATEWIDE,545,2017.0
175,143.68571428571428,218,160.0,15.0,151.375,57.8125,"MCCLUSKIE, JULIE",37324,Colorado House,House District 61,20175032144.0,Democratic,STATEWIDE,726,2017.0
196,106.14423469387755,240,184.0,12.0,107.03407608695652,92.5,"CUTTER, LISA",37375,Colorado House,House District 25,20175032149.0,Democratic,STATEWIDE,164,2017.0
196,106.14423469387755,240,184.0,12.0,107.03407608695652,92.5,"CUTTER, LISA",37805,Colorado House,House District 25,20175032149.0,Democratic,STATEWIDE,1384,2017.0
117,73.99444444444445,172,65.0,52.0,82.1746153846154,63.76923076923077,"NETHERTON, KIMBERLY",37473,Colorado House,House District 28,20175032151.0,Democratic,STATEWIDE,1068,2017.0
166,206.31626506024097,182,140.0,26.0,210.69642857142858,182.73076923076923,"SPETH, ROBERT",37510,SCHOOL BOARD DIRECTOR,DENVER COUNTY 1 AT LARGE,20175032162.0,Non-Partisan,DENVER,206,2017.0
12,610.0,13,11.0,1.0,647.2727272727273,200.0,"SMITH, PETER",37215,Colorado Senate,Senate District 32,20175032164.0,Unaffiliated,STATEWIDE,175,2017.0
12,610.0,13,11.0,1.0,647.2727272727273,200.0,"SMITH, PETER",40087,Colorado Senate,Senate District 32,20175032164.0,Unaffiliated,STATEWIDE,175,2018.0
12,610.0,13,11.0,1.0,647.2727272727273,200.0,"SMITH, PETER",40094,Colorado Senate,Senate District 32,20175032164.0,Unaffiliated,STATEWIDE,1458,2018.0
40,119.25,42,33.0,7.0,99.84848484848484,210.71428571428572,"WIDDEKIND, LISA",37496,COMMISSIONER,Commissioner Dist. 3,20175032167.0,Democratic,BOULDER,312,2017.0
29,237.0,29,28.0,1.0,245.35714285714286,3.0,"RIESBERG, JIM",37491,Colorado House,House District 50,20175032170.0,Democratic,STATEWIDE,2057,2017.0
3,416.6666666666667,3,2.0,1.0,525.0,200.0,"WELDON, THOMAS",37494,CORONER,,20175032176.0,Republican,JEFFERSON,872,2017.0
175,74.57028571428572,205,155.0,20.0,77.09548387096774,55.0,"GALINDO, ROCHELLE",37941,Colorado House,House District 50,20175032182.0,Democratic,STATEWIDE,1810,2017.0
175,74.57028571428572,205,155.0,20.0,77.09548387096774,55.0,"GALINDO, ROCHELLE",39303,Colorado House,House District 50,20175032182.0,Democratic,STATEWIDE,2057,2017.0
175,74.57028571428572,205,155.0,20.0,77.09548387096774,55.0,"GALINDO, ROCHELLE",37518,Colorado House,House District 50,20175032182.0,Democratic,STATEWIDE,1810,2017.0
63,411.7704761904762,94,59.0,4.0,425.9583050847458,202.5,"GERKIN, DEBBIE",37515,SCHOOL BOARD DIRECTOR,ADAMS-ARAPAHOE 28J,20175032183.0,Non-Partisan,ARAPAHOE,442,2017.0
26,100.71807692307695,38,20.0,6.0,118.78350000000003,40.5,"ANDERSON, GRAHAM",37523,Colorado House,House District 18,20175032184.0,Democratic,STATEWIDE,1789,2017.0
38,73.94736842105263,40,35.0,3.0,75.28571428571429,58.333333333333336,"TRENARY, RALPH",37514,Colorado Senate,Senate District 15,20175032187.0,Democratic,STATEWIDE,1998,2017.0
38,153.5871052631579,45,35.0,3.0,161.92314285714284,56.333333333333336,"BARLOCK, STEPHEN",37529,Governor,,20175032188.0,Republican,STATEWIDE,41,2017.0
134,275.33634328358204,163,125.0,9.0,293.0405599999999,29.444444444444443,"SCHEFFEL, DEBORA",37540,SCHOOL BOARD DIRECTOR,DOUGLAS COUNTY RE 1,20175032193.0,Non-Partisan,DOUGLAS,2303,2017.0
166,273.904578313253,193,151.0,15.0,296.9083443708609,42.333333333333336,"NELSON, GRANT",37541,SCHOOL BOARD DIRECTOR,DOUGLAS COUNTY RE 1,20175032194.0,Non-Partisan,DOUGLAS,2303,2017.0
144,262.07611111111106,166,127.0,17.0,291.6453543307086,41.1764705882353,"MILLS, RANDY",37538,SCHOOL BOARD DIRECTOR,DOUGLAS COUNTY RE 1,20175032195.0,Non-Partisan,DOUGLAS,2303,2017.0
120,256.7246666666666,142,106.0,14.0,286.52792452830187,31.071428571428573,"ABRESCH, RYAN",37539,SCHOOL BOARD DIRECTOR,DOUGLAS COUNTY RE 1,20175032196.0,Non-Partisan,DOUGLAS,2303,2017.0
119,98.51529411764706,126,109.0,10.0,91.59009174311926,174.0,"OTT, JULIE",37645,SCHOOL BOARD DIRECTOR,COLORADO SPRINGS 11,20175032203.0,Non-Partisan,EL PASO,1012,2017.0
13,234.6153846153846,13,12.0,1.0,245.83333333333334,100.0,"BREMER, ANNA",37559,COMMISSIONER,Commissioner Dist 5,20175032206.0,Republican,EL PASO,1709,2017.0
174,100.8006896551724,208,162.0,12.0,105.64395061728395,35.416666666666664,"GONZALES-GUTIERREZ, SERENA",37573,Colorado House,House District 04,20175032212.0,Democratic,STATEWIDE,468,2017.0
7,235.71428571428572,8,6.0,1.0,266.6666666666667,50.0,"PETERS, JEANNIE",37576,SCHOOL BOARD DIRECTOR,SALIDA R-32,20175032214.0,Non-Partisan,CHAFFEE,1736,2017.0
27,73.63962962962962,27,26.0,1.0,75.12576923076924,35.0,"STEED, LEA",37584,SCHOOL BOARD DIRECTOR,ADAMS-ARAPAHOE 28J,20175032215.0,Non-Partisan,ARAPAHOE,442,2017.0
978,168.71167689161553,1299,763.0,215.0,159.95808650065533,199.7767441860465,"GRISWOLD, JENA",37586,Secretary of State,,20175032217.0,Democratic,STATEWIDE,247,2017.0
371,396.43086253369273,418,343.0,28.0,411.75174927113704,208.75,"LAWRENCE, POLLY",37588,State Treasurer,,20175032219.0,Republican,STATEWIDE,246,2017.0
61,228.05770491803275,63,59.0,2.0,233.66983050847455,62.5,"VLACHOS, DEAN",37530,SCHOOL BOARD DIRECTOR,BOULDER VALLEY RE 2,20175032222.0,Non-Partisan,BOULDER,165,2017.0
238,137.4988235294118,283,213.0,25.0,147.60309859154935,51.4104,"GRAZIANO, ANTHONY",37596,SCHOOL BOARD DIRECTOR,DOUGLAS COUNTY RE 1,20175032228.0,Non-Partisan,DOUGLAS,2303,2017.0
28,622.3839285714286,30,27.0,1.0,641.7314814814815,100.0,"LAVALLEY, THOMAS",37607,SCHOOL BOARD DIRECTOR,ACADEMY 20,20175032231.0,Non-Partisan,EL PASO,76,2017.0
286,93.23741258741259,336,189.0,97.0,102.43862433862435,75.30927835051547,"ROBERTS, DYLAN",37610,Colorado House,House District 26,20175032232.0,Democratic,STATEWIDE,1121,2017.0
286,93.23741258741259,336,189.0,97.0,102.43862433862435,75.30927835051547,"ROBERTS, DYLAN",39945,Colorado House,House District 26,20175032232.0,Democratic,STATEWIDE,2230,2018.0
11,184.0909090909091,11,10.0,1.0,172.5,300.0,"CATLIN, MARC",39102,Colorado House,House District 58,20175032234.0,Republican,STATEWIDE,788,2017.0
95,195.5921052631579,95,93.0,2.0,191.19623655913978,400.0,"HISEY, DENNIS",37342,Colorado Senate,Senate District 02,20175032235.0,Republican,STATEWIDE,1058,2017.0
175,210.43485714285714,213,162.0,13.0,217.59938271604938,121.15384615384616,"OLSON, CARRIE",37594,SCHOOL BOARD DIRECTOR,DENVER COUNTY 1 DISTRICT 3,20175032236.0,Non-Partisan,DENVER,1489,2017.0
79,214.61101265822785,97,73.0,6.0,226.6201369863014,68.5,"LOVATO, MIGUEL",37623,SCHOOL BOARD DIRECTOR,ADAMS-ARAPAHOE 28J,20175032240.0,Non-Partisan,ARAPAHOE,442,2017.0
103,153.60679611650485,123,70.0,33.0,167.52142857142857,124.0909090909091,"GIBSON, HAZEL",37629,Colorado Senate,Senate District 32,20175032244.0,Democratic,STATEWIDE,1458,2017.0
122,60.01639344262295,140,89.0,33.0,62.98876404494382,52.0,"CRANSTON, REBECCA",37628,Colorado Senate,Senate District 15,20175032245.0,Democratic,STATEWIDE,1998,2017.0
78,140.47435897435898,91,73.0,5.0,142.35616438356163,113.0,"MARTINEZ, TERRY",37632,Colorado House,House District 18,20175032248.0,Democratic,STATEWIDE,1789,2017.0
37,232.21216216216217,40,36.0,1.0,238.63472222222222,1.0,"RYAN, JILL",37652,Colorado House,House District 26,20175032257.0,Democratic,STATEWIDE,2230,2017.0
27,830.4381481481481,28,26.0,1.0,858.531923076923,100.0,"IVEY, MARQUES",37595,SCHOOL BOARD DIRECTOR,ADAMS-ARAPAHOE 28J,20175032259.0,Non-Partisan,ARAPAHOE,442,2017.0
22,157.86863636363637,22,21.0,1.0,165.23809523809524,3.11,"GALLEGOS, GLENN",37570,CU Regent,District 03,20175032262.0,Republican,STATEWIDE,2538,2017.0
40,195.0,41,32.0,8.0,212.1875,126.25,"SAPIENZA, DAN",37663,Commissioner,Commissioner Dist. 1,20175032266.0,Democratic,LARIMER,2556,2017.0
289,112.56017301038065,346,264.0,25.0,119.50034090909097,39.272,"CIANCIO-SCHOR, CHRISTINA",37665,SCHOOL BOARD DIRECTOR,DOUGLAS COUNTY RE 1,20175032268.0,Non-Partisan,DOUGLAS,2303,2017.0
38,273.75394736842105,38,20.0,18.0,252.675,297.17499999999995,"PHILLIPS, JACQUE",37639,Colorado House,House District 34,20175032273.0,Democratic,STATEWIDE,987,2017.0
4,23.5,4,2.0,2.0,32.0,15.0,"MCARTHUR, GABRIEL",37685,Secretary of State,,20175032276.0,Democratic,STATEWIDE,247,2017.0
178,157.25168539325844,198,172.0,6.0,159.2800581395349,99.105,"LUNDBERG, KEVIN",37848,State Treasurer,,20175032277.0,Republican,STATEWIDE,246,2017.0
62,108.95161290322581,74,46.0,16.0,92.02173913043478,157.625,"NOUIS, GRADY",37728,Colorado House,House District 29,20175032278.0,Republican,STATEWIDE,1771,2017.0
95,189.32515789473683,113,53.0,42.0,238.0169811320755,127.88071428571428,"KENNEDY-SHAFFER, ALAN",37692,Colorado Senate,Senate District 34,20175032280.0,Democratic,STATEWIDE,300,2017.0
113,113.25371681415929,124,79.0,34.0,111.93253164556963,116.32352941176471,"KELLEN, KAREN",40076,Colorado Senate,Senate District 22,20175032281.0,Democratic,STATEWIDE,510,2018.0
113,113.25371681415929,124,79.0,34.0,111.93253164556963,116.32352941176471,"KELLEN, KAREN",37688,Colorado Senate,Senate District 22,20175032281.0,Democratic,STATEWIDE,3180,2017.0
1405,487.87711032028477,1667,1022.0,383.0,517.1822602739726,409.67903394255876,"LYNNE, DONNA",37760,Governor,,20175032283.0,Democratic,STATEWIDE,41,2017.0
77,269.09090909090907,80,62.0,15.0,233.5,416.2,"DOUTHIT, BERNARD",37713,State Treasurer,,20175032291.0,Democratic,STATEWIDE,246,2017.0
22,73.22727272727273,26,15.0,7.0,60.333333333333336,100.85714285714286,"YOLLICK, NICKY",37711,Colorado House,House District 05,20175032299.0,Democratic,STATEWIDE,126,2017.0
20,67.0,20,13.0,7.0,64.23076923076923,72.14285714285714,"NEWCOMER, EMILY",38940,SCHOOL BOARD DIRECTOR,DURANGO 9-R,20175032314.0,Non-Partisan,LA PLATA,1990,2017.0
432,257.635162037037,535,274.0,158.0,253.570802919708,264.6834810126582,"PADDEN, AMY",37747,Attorney General,,20175032321.0,Democratic,STATEWIDE,1223,2017.0
432,257.635162037037,535,274.0,158.0,253.570802919708,264.6834810126582,"PADDEN, AMY",39247,Attorney General,,20175032321.0,Democratic,STATEWIDE,545,2017.0
7,536.4285714285714,7,5.0,2.0,691.0,150.0,"EDDY, ALEXANDRA",37646,SCHOOL BOARD DIRECTOR,BOULDER VALLEY RE 2,20175032325.0,Non-Partisan,BOULDER,165,2017.0
46,521.1315217391304,52,45.0,1.0,532.1566666666666,25.0,"COX, KEVIN",37621,SCHOOL BOARD DIRECTOR,ADAMS-ARAPAHOE 28J,20175032336.0,Non-Partisan,ARAPAHOE,442,2017.0
121,178.1784297520661,129,117.0,4.0,156.15034188034187,822.5,"MAES, DENNIS",37951,SCHOOL BOARD DIRECTOR,PUEBLO CITY 60,20175032350.0,Non-Partisan,PUEBLO,624,2017.0
121,178.1784297520661,129,117.0,4.0,156.15034188034187,822.5,"MAES, DENNIS",37815,SCHOOL BOARD DIRECTOR,PUEBLO CITY 60,20175032350.0,Non-Partisan,PUEBLO,2284,2017.0
121,178.1784297520661,129,117.0,4.0,156.15034188034187,822.5,"MAES, DENNIS",37950,SCHOOL BOARD DIRECTOR,PUEBLO CITY 60,20175032350.0,Non-Partisan,PUEBLO,2284,2017.0
10,52.093,10,5.0,5.0,74.998,29.188,"PUGH, LINDA",37828,SCHOOL BOARD DIRECTOR,HARRISON 2,20175032365.0,Non-Partisan,EL PASO,2781,2017.0
29,144.44827586206895,33,28.0,1.0,146.03571428571428,100.0,"TONKINS, VICKIE",37841,COMMISSIONER,Commissioner Dist 5,20175032379.0,Republican,EL PASO,1709,2017.0
120,106.66666666666667,120,119.0,1.0,107.3529411764706,25.0,"PARRISH, THOMAS",37883,SCHOOL BOARD DIRECTOR,MESA COUNTY VALLEY 51,20175032403.0,Non-Partisan,MESA,632,2017.0
60,409.8321666666667,67,56.0,4.0,431.3380357142857,108.75,"ARMSTRONG-ROMERO, KYLA",37229,SCHOOL BOARD DIRECTOR,ADAMS-ARAPAHOE 28J,20175032411.0,Non-Partisan,ARAPAHOE,442,2017.0
48,266.77000000000004,78,24.0,24.0,487.5625,45.9775,"DE ANGELIS, THOMAS",37776,SCHOOL BOARD DIRECTOR,LEWIS - PALMER 38,20175032412.0,Non-Partisan,EL PASO,694,2017.0
39,56.52897435897436,54,28.0,11.0,52.30857142857143,67.27181818181818,"WHITE, RISA",37996,Colorado Senate,Senate District 32,20175032413.0,Democratic,STATEWIDE,1458,2017.0
33,107.66424242424242,38,25.0,8.0,98.5196,136.24125,"LIKNESS, JILLIAN",37912,Colorado House,House District 18,20175032421.0,Republican,STATEWIDE,2294,2017.0
33,107.66424242424242,38,25.0,8.0,98.5196,136.24125,"LIKNESS, JILLIAN",39024,Colorado House,House District 18,20175032421.0,Republican,STATEWIDE,1789,2017.0
64,475.663125,80,54.0,10.0,505.8785185185185,312.5,"BARKEY, BRETT",38064,State Treasurer,,20175032423.0,Republican,STATEWIDE,246,2017.0
14,230.06428571428572,17,10.0,4.0,284.59000000000003,93.75,"ANGLEY, MICHAEL",37937,Sheriff,,20175032434.0,Republican,EL PASO,1344,2017.0
325,89.12218461538461,412,257.0,68.0,90.29848249027236,84.67647058823529,"GONZALES, JULIA",38060,Colorado Senate,Senate District 34,20175032530.0,Democratic,STATEWIDE,300,2017.0
261,114.71666666666667,410,250.0,11.0,111.7642,181.8181818181818,"DRAPER, KRISTEN",37900,SCHOOL BOARD DIRECTOR,POUDRE R-1,20175032549.0,Non-Partisan,LARIMER,890,2017.0
2,750.0,3,1.0,1.0,500.0,1000.0,"WADDLE, PATRICIA",38129,SCHOOL BOARD DIRECTOR,CRIPPLE CREEK-VICTOR RE-1,20175032593.0,Non-Partisan,TELLER,1953,2017.0
17,525.67,20,15.0,2.0,427.42600000000004,1262.5,"TAYLOR, CHRIS",38185,SCHOOL BOARD DIRECTOR,LEWIS - PALMER 38,20175032615.0,Non-Partisan,EL PASO,694,2017.0
21,95.23809523809524,25,20.0,1.0,95.0,100.0,"REIMER, DUSTI",38020,SCHOOL BOARD DIRECTOR,MESA COUNTY VALLEY 51,20175032623.0,Non-Partisan,MESA,632,2017.0
8,148.125,8,7.0,1.0,133.57142857142858,250.0,"SALAS, PETER",37916,COMMISSIONER,Commissioner Dist. 3,20175032624.0,Democratic,BOULDER,312,2017.0
180,224.86433333333338,188,162.0,18.0,244.4538271604938,48.55888888888889,"LEE, SANFORD",38189,Colorado Senate,Senate District 11,20175032625.0,Democratic,STATEWIDE,1567,2017.0
135,179.3517037037037,140,129.0,6.0,183.02697674418604,100.33333333333333,"DAHLKEMPER, LESLEY",38232,Commissioner,COMMISSIONER DIST. 3,20175032637.0,Democratic,JEFFERSON,2469,2017.0
18,116.11111111111111,18,17.0,1.0,121.76470588235294,20.0,"KENNEDY, ROBERT",38214,CLERK & RECORDER,,20175032640.0,Republican,DOUGLAS,2140,2017.0
7,1439.8828571428571,7,6.0,1.0,1613.1966666666667,400.0,"CORAM, DON",38075,Colorado Senate,Senate District 06,20175032641.0,Republican,STATEWIDE,1844,2017.0
29,229.56103448275863,38,27.0,2.0,153.2692592592593,1259.5,"UPCHURCH, TIFFINEY",38190,SCHOOL BOARD DIRECTOR,LEWIS - PALMER 38,20175032666.0,Non-Partisan,EL PASO,694,2017.0
7,118.16,11,3.0,4.0,255.37333333333333,15.25,"HINDS, CAROL",38251,SCHOOL BOARD DIRECTOR,ELIZABETH C-1,20175032667.0,Non-Partisan,ELBERT,1345,2017.0
13,209.90384615384602,15,5.0,8.0,513.766,19.99,"REYNOLDS, KARIN",37871,SCHOOL BOARD DIRECTOR,ACADEMY 20,20175032692.0,Non-Partisan,EL PASO,76,2017.0
73,136.5068493150685,82,69.0,4.0,142.57971014492753,31.75,"CLARKE, E",38306,SCHOOL BOARD DIRECTOR,POUDRE R-1,20175032705.0,Non-Partisan,LARIMER,890,2017.0
139,207.0359712230216,157,127.0,12.0,219.31496062992127,77.08333333333333,"PETTERSEN, BRITTANY",38465,Colorado Senate,Senate District 22,20175032723.0,Democratic,STATEWIDE,510,2017.0
157,236.0600636942675,161,130.0,27.0,250.011,168.88888888888889,"WOODWARD, ROB",38396,Colorado Senate,Senate District 15,20175032767.0,Republican,STATEWIDE,1998,2017.0
125,220.02,147,57.0,68.0,273.20175438596493,175.44117647058823,"TIPPER, KERRY",38298,Colorado House,House District 28,20175032858.0,Democratic,STATEWIDE,1068,2017.0
9,170.3988888888889,10,8.0,1.0,188.79000000000002,23.27,"BARBER, JANE",37509,SCHOOL BOARD DIRECTOR,ADAMS-ARAPAHOE 28J,20175032880.0,Non-Partisan,ARAPAHOE,442,2017.0
4,140.0,5,2.0,2.0,262.5,17.5,"GUZMAN-SAIS, INDIRA",38051,SCHOOL BOARD DIRECTOR,SHERIDAN 2,20175032934.0,Non-Partisan,ARAPAHOE,1065,2017.0
12,68.33333333333333,12,11.0,1.0,65.45454545454545,100.0,"CALHOUN, DOTTI",38530,SCHOOL BOARD DIRECTOR,PUEBLO CITY 60,20175032935.0,Non-Partisan,PUEBLO,624,2017.0
12,68.33333333333333,12,11.0,1.0,65.45454545454545,100.0,"CALHOUN, DOTTI",37922,SCHOOL BOARD DIRECTOR,PUEBLO CITY 60,20175032935.0,Non-Partisan,PUEBLO,1741,2017.0
12,68.33333333333333,12,11.0,1.0,65.45454545454545,100.0,"CALHOUN, DOTTI",37593,SCHOOL BOARD DIRECTOR,PUEBLO CITY 60,20175032935.0,Non-Partisan,PUEBLO,1741,2017.0
3,66.66666666666667,3,2.0,1.0,50.0,100.0,"SCHUSTER, MICHAEL",37589,Commissioner,Commissioner Dist. 3,20175033028.0,Democratic,PUEBLO,2000,2017.0
12,116.25,12,8.0,4.0,111.875,125.0,"CASSELL, JENNIFER",38368,SCHOOL BOARD DIRECTOR,CLEAR CREEK RE-1,20175033034.0,Non-Partisan,CLEAR CREEK,2725,2017.0
6,84.0,6,5.0,1.0,96.8,20.0,"STANGE, DANIEL",38045,SCHOOL BOARD DIRECTOR,SHERIDAN 2,20175033072.0,Non-Partisan,ARAPAHOE,1065,2017.0
4,802.8825,4,2.0,2.0,1605.765,0.0,"MARQUIS, CHRISTINA",36929,SCHOOL BOARD DIRECTOR,BOULDER VALLEY RE 2,20175033114.0,Non-Partisan,BOULDER,165,2017.0
28,129.89642857142857,32,15.0,13.0,146.47333333333333,110.76923076923077,"THORN, GABRIEL",37993,Colorado House,House District 05,20175033115.0,Democratic,STATEWIDE,126,2017.0
1011,1012.1636894164194,1085,639.0,372.0,1103.5719718309858,855.1478494623656,"STAPLETON, WALKER",38811,Governor,,20175033116.0,Republican,STATEWIDE,41,2017.0
35,136.05142857142857,36,22.0,13.0,168.4909090909091,81.15384615384616,"MCINTIRE, PATRICK",38848,Colorado Senate,Senate District 11,20175033151.0,Republican,STATEWIDE,1567,2017.0
33,116.51515151515152,34,32.0,1.0,113.90625,200.0,"KEFALAS, JOHN",38879,Commissioner,Commissioner Dist. 1,20175033175.0,Democratic,LARIMER,2556,2017.0
22,129.90727272727273,23,21.0,1.0,131.33142857142857,100.0,"IRWIN, LOUIS",38900,Colorado House,House District 05,20175033176.0,Democratic,STATEWIDE,126,2017.0
